Hate_Speech,TARGET,dialoGPT,BART,BERT,T5,gpt2,dialoGPT_deco,gpt2_deco,BERT_deco,BART_deco,T5_deco,gpt2_suitable,gpt2_specific,gpt2_grammar,gpt2_choose_or_not,gpt2_is_best,T5_suitable,T5_specific,T5_grammar,T5_choose_or_not,T5_is_best,BART_suitable,BART_specific,BART_grammar,BART_choose_or_not,BART_is_best,dialoGPT_suitable,dialoGPT_specific,dialoGPT_grammar,dialoGPT_choose_or_not,dialoGPT_is_best,BERT_suitable,BERT_specific,BERT_grammar,BERT_choose_or_not,BERT_is_best,Annotator
"Multiculturalism is the death of western societies, we should get rid of minorities.",MIGRANTS,"In our modern society, the majority of the people is composed of diverse people, and this is the best case scenario, it means that the diversity is positive.","Multiculturalism is a way to improve the quality of life for all, and it is not the death of western societies.","this is not true. we are all born equal in the eyes of the law, and we can't be excluded from society. this is why we don't want to divide our society.","The ""disease of western societies"" is not the death of cultures, but a threat to human rights.","I don't think it's a good idea to ""get rid of minorities"" just because they are different from us.",tp,bs,kp,tk,kp,5,2,5,1,0,1,1,5,0,0,5,4,5,1,1,5,3,5,1,0,5,4,5,1,0,two
Jews have nothing to do with Europe.,JEWS,Jews have been part of Europe for a long time. They have contributed greatly to our country and to the world.,Jews have contributed greatly to our country and culture. They are our brothers and sisters.,"jews are part of our society, and they have contributed greatly to our society. they are our brothers and sisters, and we should be proud of them.","Jews are a part of our society, and they have contributed greatly to our country.","This is not true. Jews are part of the European community, and they have contributed a lot to our country.",kp,bs,kp,tp,bs,5,2,5,1,0,5,2,5,1,0,5,2,5,1,0,5,3,5,1,1,5,3,5,1,0,one
Jews have nothing to do with Europe.,JEWS,Jews have been part of Europe for a long time. They have contributed greatly to our country and to the world.,Jews have contributed greatly to our country and culture. They are our brothers and sisters.,"jews are part of our society, and they have contributed greatly to our society. they are our brothers and sisters, and we should be proud of them.","Jews are a part of our society, and they have contributed greatly to our country.","This is not true. Jews are part of the European community, and they have contributed a lot to our country.",kp,bs,kp,tp,bs,5,3,5,1,0,4,2,5,1,0,4,2,5,1,0,5,3,5,1,1,4,3,5,1,0,two
"Hijab means Islam, Islam means woman and child oppression, rapism, intolerance, chauvinism. I do not like hijab and everything else that follows!",MUSLIMS,"The hijab is an alternative to the current state of affairs, it is for the people to choose their own self, without forcing others to wear it.","Hijab means Islam, Islam means woman and child oppression, rapism, intolerance, chauvinism, etc. I do not like hijab and everything else that follows it.","islam is a religion of peace. it is about love and understanding people of different faiths, not hateful people, who do not want to impose their religion on anyone else.",This is not true. What is your opinion on the subject of hijab and what else?,"The hijab is not about hijab, it is about covering face. And covering face is essential to live in a democratic society.",tk,kp,kp,bs,kp,1,2,4,0,0,2,2,4,1,0,1,1,5,0,0,2,2,5,1,1,2,2,4,1,0,one
"Hijab means Islam, Islam means woman and child oppression, rapism, intolerance, chauvinism. I do not like hijab and everything else that follows!",MUSLIMS,"The hijab is an alternative to the current state of affairs, it is for the people to choose their own self, without forcing others to wear it.","Hijab means Islam, Islam means woman and child oppression, rapism, intolerance, chauvinism, etc. I do not like hijab and everything else that follows it.","islam is a religion of peace. it is about love and understanding people of different faiths, not hateful people, who do not want to impose their religion on anyone else.",This is not true. What is your opinion on the subject of hijab and what else?,"The hijab is not about hijab, it is about covering face. And covering face is essential to live in a democratic society.",tk,kp,kp,bs,kp,1,1,4,0,0,4,1,5,1,1,1,1,5,0,0,2,1,5,0,0,3,2,4,1,0,two
Muslims: nobody want them but they are everywhere.,MUSLIMS,Islam is a religion of peace. There is no need to hate people of another faith.,Islam is a religion of peace and tolerance. It is not about banning people from a religion.,"islam is a religion of peace, and it is not a religion that has ever been banned for centuries. it is about peace and tolerance, not hateful people.","Islam is a religion, not a religion. It is a religion of peace and tolerance.","Islam is about Love, not Hate. What is hate?",tp,tp,tp,tp,bs,3,2,5,1,0,2,1,4,1,0,4,2,5,1,0,5,2,5,1,1,4,3,4,1,0,one
Muslims: nobody want them but they are everywhere.,MUSLIMS,Islam is a religion of peace. There is no need to hate people of another faith.,Islam is a religion of peace and tolerance. It is not about banning people from a religion.,"islam is a religion of peace, and it is not a religion that has ever been banned for centuries. it is about peace and tolerance, not hateful people.","Islam is a religion, not a religion. It is a religion of peace and tolerance.","Islam is about Love, not Hate. What is hate?",tp,tp,tp,tp,bs,2,1,5,0,0,2,2,3,1,0,2,2,5,1,0,4,2,5,1,1,3,3,5,1,0,two
Black people are unable to raise children they should stop procreating.,POC,"Many African Americans have experienced positive experiences raising children, that is why many have adopted the culture of parenting in general. This can't be said for your statement.",If you really want to raise children you should stop procreating.,"women are human beings with full human rights, regardless of their sexual orientation. why should they be excluded from our society for that?","What is the problem? Does that mean that everyone can't raise a child, if they do not stop procreating?","This is not true, there are many black people who are able to provide for their families.",kp,bs,bs,kp,kp,5,3,5,1,1,1,2,5,1,0,4,2,5,1,0,3,3,2,1,0,1,2,5,1,0,one
Black people are unable to raise children they should stop procreating.,POC,"Many African Americans have experienced positive experiences raising children, that is why many have adopted the culture of parenting in general. This can't be said for your statement.",If you really want to raise children you should stop procreating.,"women are human beings with full human rights, regardless of their sexual orientation. why should they be excluded from our society for that?","What is the problem? Does that mean that everyone can't raise a child, if they do not stop procreating?","This is not true, there are many black people who are able to provide for their families.",kp,bs,bs,kp,kp,4,2,5,1,0,4,3,5,1,1,1,1,5,0,0,4,3,5,1,0,1,2,5,0,0,two
"Feminists just needs a little love, if you know what I mean.",WOMEN,"I don't think the inclusion of women is a problem, and even if you wanted to change the definition of the word 'feminist'.","Feminism is a movement for equality, and it has always been about equal rights.","feminism is about equality and equality. it is about the right of all people to live their lives as they wish, and this is what we need to be respected.",Feminism has always had a place in our society. It has always been about respect and understanding.,This is just scaremongering. Feminism is not a hatred against men. It is a movement for equal rights. You should focus on improving the lives of women instead.,tp,tp,kp,bs,kp,4,2,4,1,0,5,2,5,1,0,5,2,5,1,1,3,2,4,1,0,3,2,4,1,0,one
